1604019785,WI+mix-FT_randbn,5,0,0.9525042427022181,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.2648867557421179,0.6769118551403431,0.3850704041007047,0.5999686121764285,0.07166423275756269
1604020805,WI+mix-FT,10,0,0.9486133657502984,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.31698072603134436,0.6602706649121765,0.3446418041707222,0.5901576087661347,0.12570459981246102
1604022454,WI+mix-FT_supp,10,0,0.9438016274486959,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.31653137299070055,0.6626484240522348,0.33311955965232737,0.5898613193580629,0.16067434877668166
1604023654,WI+mix-FT_randbn,10,0,0.9461672366035159,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.34206702388504884,0.6862945012043452,0.3297013460658073,0.5922053609040897,0.15090142798892825
1604024531,WI+mix-FT,1,1,0.9481980693853765,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.14660835304009354,0.36588052734262294,0.19144946467329657,0.5688734428042374,0.019683425971080797
1604026006,WI+mix-FT_supp,1,1,0.942083031626267,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.19062482870342343,0.4402414717515372,0.1677669203046242,0.5863977923895819,0.035953540648001076
1604026979,WI+mix-FT_randbn,1,1,0.9492469637842925,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.18740655121589042,0.4225282854183184,0.2113299774403847,0.6065185690319865,0.029940515433902515
1604028088,WI+mix-FT,5,1,0.9588813609342975,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.3725660745717541,0.6740251780391872,0.4511644265433724,0.6641252214980488,0.24804078222542492
1604029840,WI+mix-FT_supp,5,1,0.9543149919662849,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.34729700504634525,0.6335758992062025,0.4471960466222768,0.6545249664767427,0.24692252490714317
1604031136,WI+mix-FT_randbn,5,1,0.9573868202322221,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.3662142618016757,0.6801129970551065,0.44736348766260575,0.6595995489836325,0.2759430949672571
1604032156,WI+mix-FT,10,1,0.9480904656951955,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.35052652193748957,0.698751785674032,0.3840843898194178,0.6276975743546274,0.39287011837887015
1604033793,WI+mix-FT_supp,10,1,0.9409699070811477,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.34520877674897366,0.6916683919314917,0.3556712512836232,0.6283757266095229,0.3585505560145575
1604034986,WI+mix-FT_randbn,10,1,0.948928407870447,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.3561045722160332,0.6860691436463048,0.3872776081343917,0.6220889561590097,0.4254557085006821
1604035867,WI+mix-FT,1,2,0.9473536789879539,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0003440839286736352,0.6484245332692639,0.18384722796634756,0.37468058552571104,0.031546248370239505
1604037394,WI+mix-FT_supp,1,2,0.9203616262706227,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.00927350694428517,0.6751028250355628,0.3057431244309077,0.32869710960452664,0.11478243528559237
1604038432,WI+mix-FT_randbn,1,2,0.9447131819125839,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1.8778297385176562e-05,0.6481307092144323,0.19329989441669854,0.2719148587207053,0.038370820592870954
1604039611,WI+mix-FT,5,2,0.9507663642720009,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.2782909455078711,0.6732667420645511,0.3937300437054727,0.6439042437667055,0.3270077481340047
1604041440,WI+mix-FT_supp,5,2,0.9447499579157425,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.3015269334221457,0.6711441287451622,0.3718840330614134,0.6381155023730736,0.3445826977297434
1604042827,WI+mix-FT_randbn,5,2,0.9507426128933868,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.3189827971714314,0.6923102564537178,0.3895134911942368,0.6584208759727966,0.37680712787897974
1604043909,WI+mix-FT,10,2,0.9567503993767812,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.3350031445679172,0.7117670158437259,0.45535008899286483,0.6247912061071482,0.30937451531206667
1604045625,WI+mix-FT_supp,10,2,0.9448289116419841,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.3476893902293706,0.7018082825361699,0.36096257172660917,0.6316323856026086,0.36000320828104254
1604046857,WI+mix-FT_randbn,10,2,0.9537132874838484,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.3566815695464824,0.7318515782108962,0.4262988712577633,0.6319296196070915,0.35101378294948987
1604047737,WI+mix-FT,1,3,0.939759977609265,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,8.056952225587053e-05,0.6548489011744921,0.25679849046337366,0.47502889047621555,0.033345603688846995
1604049216,WI+mix-FT_supp,1,3,0.9244725644607743,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.01867777024975025,0.5863250994158974,0.28940095760777096,0.539130440196974,0.03495907251241652
1604050191,WI+mix-FT_randbn,1,3,0.9388928587033334,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,8.044789789075713e-05,0.6104195973908237,0.23546148907906,0.46917293407307015,0.02299306331587289
1604051304,WI+mix-FT,5,3,0.9554695992409976,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0015097467257082265,0.6911511833380936,0.379425865850202,0.6252980744277552,0.4026466314374344
1604053051,WI+mix-FT_supp,5,3,0.9471377462120767,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.006786655952345467,0.6868604026562151,0.3480462833253469,0.5955800334633501,0.3907417532347658
1604054342,WI+mix-FT_randbn,5,3,0.9510756783992456,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0,0.6994854145610419,0.3372617858654255,0.6168050900715358,0.49273872961097304
1604055366,WI+mix-FT,10,3,0.9592423355047232,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.12225705755621777,0.723977665461896,0.4521582704030672,0.6222446548347372,0.47969456388684584
1604056794,WPI,1,0,0.9476429994780803,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.001376549364941404,0.6729181660593166,0.08445684576231244,0.5768907957776246,0.03272863290991219
1604057010,WM,1,0,0.950335102787114,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3.8088608166058073e-05,0.7090007787764241,0.3181504068673237,0.2276798298377622,0.00012323921964919215
1604057015,WI+mix-FT_supp,10,3,0.9507895775223734,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.16000887575060632,0.6908746346062493,0.3883287094256747,0.6280849703157716,0.46568593706958183
1604057224,WI+mix,1,0,0.9376322212566246,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0009184610017719677,0.7407140167724888,0.18201778449906977,0.43794064763279134,0.022677074237925466
1604058222,WI+mix-FT_randbn,10,3,0.9573673253376512,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.17203274962679388,0.7145835358146587,0.4293789500913073,0.6223622184871189,0.5111601472793432
